"INTERNATIONAL STUDENTS BY PLACE OF ORIGIN AND ACADEMIC LEVEL, 2000/01 - 2023/24","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94","...95","...96","...97","...98","...99","...100","...101","...102","...103","...104","...105","...106","...107","...108","...109","...110","...111","...112","...113","...114","...115"
NA,NA,"2000/01",NA,NA,NA,"2001/02",NA,NA,NA,"2002/03",NA,NA,NA,"2003/04",NA,NA,NA,"2004/05",NA,NA,NA,"2005/06",NA,NA,NA,"2006/07",NA,NA,NA,NA,"2007/08",NA,NA,NA,NA,"2008/09",NA,NA,NA,NA,"2009/10",NA,NA,NA,NA,"2010/11",NA,NA,NA,NA,"2011/12",NA,NA,NA,NA,"2012/13",NA,NA,NA,NA,"2013/14",NA,NA,NA,NA,"2014/15",NA,NA,NA,NA,"2015/16",NA,NA,NA,NA,"2016/17",NA,NA,NA,NA,"2017/18",NA,NA,NA,NA,"2018/19",NA,NA,NA,NA,"2019/20",NA,NA,NA,NA,"2020/21",NA,NA,NA,NA,"2021/22",NA,NA,NA,NA,"2022/23",NA,NA,NA,NA,"2023/24",NA,NA,NA
"Place of Origin",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ethiopia",NA,"775","395","35",NA,"757","340","36",NA,"711","385","23",NA,"650","380","30",NA,"625","448","56",NA,"682","533","51",NA,"888","335","31","74",NA,"832","375","48","61",NA,"859","602","54","68",NA,"914","498","68","73",NA,"746","486","44","116",NA,"678","497","37","122",NA,"819","462","24","158",NA,"888","444","37","147",NA,"828","431","33","180",NA,"864","442","28","183",NA,"1092","476","69","210",NA,"1195","629","91","203",NA,"1344","443","55","219",NA,"1550","470","81","255",NA,"1358","485","94","229",NA,"1705","609","60","306",NA,"1919","633","69","385",NA,"1896","695","40","447"
"Kenya",NA,"4583","1406","240",NA,"5268","1654","175",NA,"5729","1940","194",NA,"5297","1873","211",NA,"4607","1856","265",NA,"4489","1702","368",NA,"4068","1729","117","435",NA,"3694","1679","93","372",NA,"3792","1597","86","402",NA,"3354","1440","72","518",NA,"2728","1361","83","494",NA,"2145","1216","80","457",NA,"1813","1117","59","527",NA,"1658","1018","72","453",NA,"1622","995","61","394",NA,"1646","909","80","384",NA,"1805","869","86","429",NA,"1931","922","55","414",NA,"2008","928","68","447",NA,"2106","1113","56","435",NA,"1913","1072","43","474",NA,"1954","1202","60","583",NA,"1953","1409","53","644",NA,"2058","1631","60","758"
"Rwanda",NA,"219","38","4",NA,"200","57","6",NA,"79","66","4",NA,"209","57","9",NA,"124","63","4",NA,"125","74","16",NA,"122","74","6","8",NA,"151","93","12","14",NA,"224","107","21","14",NA,"297","113","18","23",NA,"310","107","17","23",NA,"313","106","22","24",NA,"389","123","25","28",NA,"493","157","17","53",NA,"527","185","22","66",NA,"635","192","15","86",NA,"758","210","22","98",NA,"861","213","28","130",NA,"896","229","18","149",NA,"982","295","25","142",NA,"848","306","18","161",NA,"694","281","13","238",NA,"695","404","20","253",NA,"624","373","17","297"
"Seychelles",NA,"13","0","0",NA,"18","2","0",NA,"14","4","1",NA,"9","1","0",NA,"5","5","0",NA,"2","0","0",NA,"5","1","0","0",NA,"4","2","1","1",NA,"4","4","1","0",NA,"5","0","0","0",NA,"1","4","1","0",NA,"6","3","0","1",NA,"11","4","1","0",NA,"11","4","0","1",NA,"10","4","0","0",NA,"12","8","0","0",NA,"4","7","1","4",NA,"6","1","0","4",NA,"8","1","0","7",NA,"6","3","0","2",NA,"4","4","0","1",NA,"2","2","0","2",NA,"10","7","0","1",NA,"11","5","0","1"
"Somalia",NA,"83","11","1",NA,"68","16","2",NA,"70","15","1",NA,"30","7","0",NA,"36","15","4",NA,"36","11","3",NA,"68","8","2","0",NA,"27","5","5","0",NA,"31","5","4","0",NA,"27","7","2","0",NA,"15","8","2","1",NA,"15","18","0","1",NA,"24","2","2","2",NA,"13","1","1","0",NA,"27","1","4","0",NA,"31","2","2","0",NA,"45","1","2","2",NA,"60","1","2","4",NA,"64","1","1","10",NA,"61","4","0","3",NA,"69","14","3","11",NA,"55","24","3","10",NA,"79","24","3","14",NA,"85","20","2","10"
"South Sudan",NA,"-","-","-",NA,"-","-","-",NA,"-","-","-",NA,"-","-","-",NA,"-","-","-",NA,"-","-","-",NA,"-","-","-","-",NA,"-","-","-","-",NA,"-","-","-","-",NA,"-","-","-","-",NA,"-","-","-","-",NA,"-","-","-","-",NA,"7","1","0","0",NA,"11","4","0","3",NA,"19","7","2","0",NA,"20","13","1","2",NA,"34","7","1","6",NA,"51","16","4","5",NA,"48","11","0","4",NA,"68","24","1","9",NA,"55","28","0","12",NA,"66","18","6","10",NA,"52","16","3","16",NA,"67","14","1","14"
"Sudan",NA,"179","164","22",NA,"190","156","32",NA,"200","209","22",NA,"152","119","8",NA,"156","101","33",NA,"207","74","28",NA,"233","72","8","8",NA,"130","76","11","7",NA,"113","89","6","9",NA,"102","89","10","12",NA,"119","86","15","16",NA,"77","79","15","9",NA,"87","74","10","16",NA,"97","77","5","7",NA,"98","114","12","9",NA,"105","124","12","12",NA,"144","129","19","32",NA,"158","120","7","46",NA,"136","127","7","49",NA,"125","131","11","51",NA,"112","149","16","47",NA,"102","174","21","63",NA,"123","179","11","68",NA,"138","185","6","69"
"Tanzania",NA,"1160","306","62",NA,"1417","340","57",NA,"1416","358","48",NA,"1093","341","37",NA,"881","377","74",NA,"811","354","74",NA,"750","340","14","92",NA,"727","370","20","75",NA,"778","344","24","71",NA,"665","326","21","86",NA,"571","280","27","128",NA,"543","243","18","102",NA,"565","274","18","93",NA,"543","243","18","85",NA,"527","238","28","74",NA,"515","220","15","90",NA,"516","179","15","101",NA,"478","226","32","88",NA,"485","221","24","104",NA,"472","239","16","132",NA,"385","189","9","116",NA,"381","238","27","103",NA,"445","304","20","135",NA,"511","370","14","132"
"Uganda",NA,"443","291","20",NA,"465","307","32",NA,"442","315","19",NA,"382","293","21",NA,"318","286","28",NA,"312","337","36",NA,"338","338","16","51",NA,"348","364","8","49",NA,"395","362","19","60",NA,"409","357","21","65",NA,"391","356","14","59",NA,"351","327","18","83",NA,"338","337","15","93",NA,"325","325","7","105",NA,"316","325","18","103",NA,"318","338","18","102",NA,"345","319","11","104",NA,"348","329","17","124",NA,"354","356","25","113",NA,"349","378","25","118",NA,"345","388","19","134",NA,"322","420","18","145",NA,"407","503","32","146",NA,"469","658","18","158"
"East Africa, Unspecified",NA,"1","1","0",NA,"0","0","0",NA,"1","0","0",NA,"0","0","0",NA,"1","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Central Africa",NA,"1063","375","74",NA,"1153","362","102",NA,"1412","446","82",NA,"1353","448","88",NA,"1467","532","75",NA,"1658","594","158",NA,"1964","629","115","107",NA,"1997","690","117","98",NA,"1898","698","90","133",NA,"1832","669","183","188",NA,"1881","605","155","190",NA,"1792","592","194","200",NA,"1869","582","196","214",NA,"1920","516","216","231",NA,"1978","537","279","238",NA,"2199","567","315","230",NA,"2363","570","324","288",NA,"2415","615","247","285",NA,"2271","582","186","286",NA,"2023","539","172","337",NA,"1921","549","115","314",NA,"1677","650","215","329",NA,"1925","710","417","442",NA,"1975","781","250","463"
"Cameroon",NA,"570","260","40",NA,"675","253","40",NA,"821","312","38",NA,"848","326","42",NA,"943","383","38",NA,"1071","428","83",NA,"1200","466","50","83",NA,"1258","519","49","65",NA,"1176","521","45","84",NA,"1149","512","86","134",NA,"1009","451","64","135",NA,"904","428","61","137",NA,"869","408","40","155",NA,"739","348","36","162",NA,"688","348","46","130",NA,"682","345","62","121",NA,"761","353","62","158",NA,"784","380","62","156",NA,"648","348","57","135",NA,"565","292","38","132",NA,"497","286","35","112",NA,"448","320","32","127",NA,"536","363","34","153",NA,"471","371","15","124"
"Central African Republic",NA,"13","4","1",NA,"7","4","1",NA,"13","10","0",NA,"32","6","2",NA,"23","6","3",NA,"23","7","4",NA,"34","7","6","0",NA,"34","6","4","3",NA,"32","3","3","4",NA,"27","1","4","0",NA,"23","4","2","0",NA,"20","2","5","1",NA,"16","5","5","2",NA,"9","1","1","0",NA,"7","0","3","3",NA,"8","3","2","0",NA,"11","2","2","0",NA,"11","2","1","0",NA,"10","2","5","0",NA,"8","1","3","0",NA,"10","1","1","1",NA,"6","4","1","0",NA,"7","1","3","0",NA,"16","2","2","0"
"Chad",NA,"33","14","4",NA,"41","10","10",NA,"74","14","3",NA,"72","12","11",NA,"44","22","9",NA,"43","22","8",NA,"81","22","15","2",NA,"87","23","12","5",NA,"97","23","10","8",NA,"67","18","4","7",NA,"62","22","5","10",NA,"52","22","5","5",NA,"55","25","3","6",NA,"53","18","2","8",NA,"33","14","9","5",NA,"27","12","5","8",NA,"35","18","7","6",NA,"40","26","3","6",NA,"39","17","3","6",NA,"33","13","0","5",NA,"36","11","0","5",NA,"36","17","1","7",NA,"36","19","4","8",NA,"29","24","9","4"
"Congo, Republic of the (Brazzaville)",NA,"0","0","0",NA,"6","2","0",NA,"3","0","0",NA,"3","6","0",NA,"17","6","0",NA,"58","23","5",NA,"94","37","9","3",NA,"95","38","12","5",NA,"141","48","11","8",NA,"125","50","39","15",NA,"161","46","23","10",NA,"149","46","28","26",NA,"190","50","56","13",NA,"193","35","39","15",NA,"189","39","49","11",NA,"235","57","32","13",NA,"203","24","22","19",NA,"233","28","22","15",NA,"213","37","10","24",NA,"187","29","13","26",NA,"193","39","11","37",NA,"122","45","4","19",NA,"117","50","13","19",NA,"104","44","14","18"
"Congo, Dem. Rep. of the (Kinshasa)",NA,"327","70","15",NA,"324","64","35",NA,"327","79","23",NA,"251","70","19",NA,"237","75","11",NA,"225","53","30",NA,"197","51","10","13",NA,"189","64","16","13",NA,"156","67","6","18",NA,"159","60","11","19",NA,"145","57","27","23",NA,"220","47","40","13",NA,"267","55","43","21",NA,"405","84","67","15",NA,"506","86","115","48",NA,"680","78","146","45",NA,"814","118","137","68",NA,"838","114","103","68",NA,"869","136","63","96",NA,"827","161","93","117",NA,"793","170","45","117",NA,"774","212","149","131",NA,"927","229","297","207",NA,"1054","305","114","265"
"Equatorial Guinea",NA,"38","5","1",NA,"25","4","7",NA,"79","5","10",NA,"65","6","8",NA,"91","10","3",NA,"116","32","12",NA,"177","9","10","0",NA,"84","9","3","2",NA,"85","3","5","1",NA,"61","5","12","0",NA,"101","3","14","1",NA,"130","6","27","1",NA,"163","2","30","1",NA,"198","2","52","1",NA,"245","21","39","9",NA,"270","19","38","12",NA,"275","16","59","10",NA,"267","19","38","11",NA,"231","10","26","13",NA,"181","12","21","33",NA,"181","10","17","18",NA,"137","13","21","15",NA,"150","10","54","20",NA,"129","10","81","14"
"Gabon",NA,"68","17","13",NA,"73","20","9",NA,"94","23","8",NA,"78","21","6",NA,"107","27","11",NA,"118","27","16",NA,"175","34","15","6",NA,"248","31","19","5",NA,"210","33","10","9",NA,"244","23","27","12",NA,"379","21","20","11",NA,"316","41","28","17",NA,"306","37","19","16",NA,"320","28","19","30",NA,"309","29","18","32",NA,"296","53","30","31",NA,"263","39","35","26",NA,"239","46","18","29",NA,"261","32","22","12",NA,"222","30","4","24",NA,"210","32","6","24",NA,"153","39","7","30",NA,"152","37","12","35",NA,"172","25","15","38"
"São Tomé & Príncipe",NA,"8","5","0",NA,"2","5","0",NA,"1","3","0",NA,"4","1","0",NA,"5","3","0",NA,"4","2","0",NA,"6","3","0","0",NA,"2","0","2","0",NA,"1","0","0","1",NA,"0","0","0","1",NA,"1","1","0","0",NA,"1","0","0","0",NA,"3","0","0","0",NA,"3","0","0","0",NA,"1","0","0","0",NA,"1","0","0","0",NA,"1","0","0","1",NA,"3","0","0","0",NA,"0","0","0","0",NA,"0","1","0","0",NA,"1","0","0","0",NA,"1","0","0","0",NA,"0","1","0","0",NA,"0","0","0","0"
"Central Africa, Unspecified",NA,"6","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Southern Africa",NA,"4808","1795","277",NA,"5431","1952","289",NA,"5091","2033","272",NA,"4952","1675","186",NA,"3947","1745","295",NA,"3914","1692","368",NA,"3532","1587","221","407",NA,"3387","1618","185","387",NA,"3478","1595","179","361",NA,"3047","1530","280","456",NA,"3078","1499","311","442",NA,"3066","1415","278","437",NA,"3303","1426","299","483",NA,"3443","1360","374","506",NA,"3632","1381","464","566",NA,"3917","1456","274","616",NA,"4047","1487","231","708",NA,"4054","1499","214","662",NA,"3835","1514","169","797",NA,"3771","1552","205","958",NA,"3419","1557","127","932",NA,"3482","1876","193","965",NA,"3860","2060","236","1126",NA,"4082","2235","177","1214"
"Angola",NA,"294","18","36",NA,"304","28","28",NA,"334","61","37",NA,"341","86","15",NA,"317","84","30",NA,"326","57","32",NA,"307","45","78","12",NA,"405","37","50","11",NA,"450","43","46","5",NA,"417","42","145","11",NA,"510","35","144","10",NA,"594","42","124","19",NA,"657","55","73","27",NA,"713","49","207","16",NA,"942","49","173","20",NA,"1112","56","101","27",NA,"1083","74","64","36",NA,"1010","87","52","34",NA,"848","92","22","52",NA,"632","79","21","82",NA,"451","79","22","121",NA,"319","90","21","111",NA,"295","76","68","114",NA,"260","86","57","108"
"Botswana",NA,"693","222","25",NA,"777","201","25",NA,"448","219","20",NA,"270","194","24",NA,"174","150","14",NA,"134","130","20",NA,"96","104","4","23",NA,"110","111","5","10",NA,"187","95","4","12",NA,"108","76","11","17",NA,"141","59","20","9",NA,"102","46","15","12",NA,"133","49","14","20",NA,"141","57","19","11",NA,"123","92","15","27",NA,"154","77","3","12",NA,"153","114","10","19",NA,"141","61","4","27",NA,"120","59","3","32",NA,"138","67","8","33",NA,"123","73","1","21",NA,"122","76","2","31",NA,"115","95","8","38",NA,"137","99","3","34"
"Comoros",NA,"29","7","2",NA,"13","6","25",NA,"23","5","3",NA,"20","2","0",NA,"19","4","0",NA,"24","4","1",NA,"21","13","5","0",NA,"11","24","6","1",NA,"6","15","2","0",NA,"20","18","11","1",NA,"10","10","2","1",NA,"2","5","2","0",NA,"7","8","0","4",NA,"16","8","2","1",NA,"11","15","2","4",NA,"10","20","2","0",NA,"5","5","0","0",NA,"5","7","0","0",NA,"1","10","1","6",NA,"10","16","0","14",NA,"9","10","2","2",NA,"7","10","2","2",NA,"8","14","1","0",NA,"26","22","3","5"
"Eswatini",NA,"78","22","4",NA,"60","24","5",NA,"64","20","0",NA,"65","19","2",NA,"65","27","4",NA,"72","25","1",NA,"77","28","2","7",NA,"86","30","7","5",NA,"114","31","4","7",NA,"87","36","7","10",NA,"94","36","4","12",NA,"95","32","2","25",NA,"119","38","8","17",NA,"119","27","8","23",NA,"117","22","2","24",NA,"126","24","4","38",NA,"119","21","2","41",NA,"116","34","5","33",NA,"114","29","2","36",NA,"119","27","0","28",NA,"123","25","0","33",NA,"95","42","0","32",NA,"102","36","1","42",NA,"128","47","2","33"
"Lesotho",NA,"22","12","1",NA,"20","16","3",NA,"23","14","1",NA,"25","14","0",NA,"28","13","0",NA,"35","17","0",NA,"32","23","2","0",NA,"28","8","6","3",NA,"37","10","9","5",NA,"31","13","4","0",NA,"29","10","2","10",NA,"23","14","5","4",NA,"24","12","0","5",NA,"22","12","1","6",NA,"39","11","0","6",NA,"43","12","2","4",NA,"37","10","1","11",NA,"40","10","1","4",NA,"35","10","0","13",NA,"42","19","0","8",NA,"35","25","0","9",NA,"31","25","0","14",NA,"26","26","0","18",NA,"27","30","0","18"
"Madagascar",NA,"51","57","6",NA,"46","71","7",NA,"50","63","6",NA,"39","68","2",NA,"57","58","12",NA,"61","45","6",NA,"81","43","4","8",NA,"64","56","4","6",NA,"59","58","6","0",NA,"87","45","2","8",NA,"77","51","7","11",NA,"75","43","6","9",NA,"60","48","4","12",NA,"75","55","7","14",NA,"62","46","6","8",NA,"62","45","7","12",NA,"79","38","7","19",NA,"74","42","1","15",NA,"89","46","5","19",NA,"107","51","6","17",NA,"109","41","2","29",NA,"105","72","8","24",NA,"116","79","4","27",NA,"128","78","5","29"
"Malawi",NA,"289","120","19",NA,"331","134","10",NA,"250","135","6",NA,"273","123","3",NA,"260","101","14",NA,"246","92","9",NA,"187","99","4","31",NA,"190","92","3","12",NA,"194","108","3","10",NA,"147","103","2","22",NA,"149","98","2","20",NA,"141","86","1","30",NA,"114","103","2","33",NA,"136","107","10","22",NA,"122","110","15","25",NA,"125","126","10","28",NA,"140","136","12","29",NA,"144","136","5","21",NA,"146","133","5","27",NA,"149","119","9","38",NA,"134","101","5","47",NA,"140","146","8","48",NA,"134","188","7","44",NA,"191","254","6","51"
"Mauritius",NA,"150","84","12",NA,"165","74","12",NA,"153","69","6",NA,"147","56","6",NA,"127","52","9",NA,"119","73","18",NA,"114","64","6","21",NA,"121","62","9","26",NA,"136","59","1","25",NA,"122","67","5","16",NA,"153","67","6","21",NA,"99","70","15","21",NA,"110","66","13","39",NA,"113","68","2","38",NA,"123","65","7","36",NA,"143","73","4","30",NA,"171","65","11","36",NA,"187","71","2","28",NA,"199","64","3","45",NA,"193","58","5","76",NA,"175","78","2","68",NA,"144","71","2","64",NA,"117","86","6","83",NA,"92","79","5","82"
"Mozambique",NA,"38","42","6",NA,"47","47","12",NA,"66","38","4",NA,"44","46","3",NA,"51","55","0",NA,"49","43","6",NA,"35","34","6","5",NA,"35","32","7","4",NA,"50","25","12","2",NA,"54","27","1","6",NA,"39","29","2","6",NA,"32","22","10","3",NA,"43","35","8","2",NA,"44","39","2","6",NA,"52","42","6","8",NA,"62","35","7","5",NA,"68","41","4","7",NA,"58","38","3","12",NA,"69","26","2","16",NA,"76","35","2","14",NA,"72","37","2","20",NA,"72","52","6","15",NA,"77","54","3","13",NA,"104","48","8","15"
"Namibia",NA,"76","41","0",NA,"52","27","1",NA,"79","31","1",NA,"59","32","4",NA,"36","30","0",NA,"51","28","10",NA,"37","18","1","5",NA,"36","24","2","4",NA,"37","20","1","2",NA,"31","36","1","8",NA,"30","29","5","9",NA,"38","20","2","3",NA,"45","12","2","6",NA,"38","15","5","3",NA,"44","19","1","3",NA,"47","21","0","8",NA,"55","35","1","2",NA,"60","24","4","13",NA,"61","32","2","10",NA,"69","37","4","11",NA,"69","45","0","8",NA,"47","37","2","21",NA,"40","32","4","18",NA,"42","27","0","13"
"Reunion",NA,"1","1","0",NA,"19","1","0",NA,"0","3","1",NA,"2","0","0",NA,"8","0","0",NA,"4","1","6",NA,"2","4","0","0",NA,"3","1","2","0",NA,"4","4","0","0",NA,"1","0","0","1",NA,"5","2","0","0",NA,"1","0","0","0",NA,"2","0","0","0",NA,"2","0","0","0",NA,"0","1","0","0",NA,"2","1","1","1",NA,"2","0","0","0",NA,"2","0","4","0",NA,"1","0","0","0",NA,"1","1","0","0",NA,"2","2","0","0",NA,"4","1","0","1",NA,"7","2","0","1",NA,"4","0","0","4"
"South Africa",NA,"1283","739","83",NA,"1367","764","102",NA,"1242","749","103",NA,"1193","690","88",NA,"1024","576","99",NA,"993","586","130",NA,"946","542","66","111",NA,"929","540","49","102",NA,"974","569","58","102",NA,"890","557","68","141",NA,"846","580","93","150",NA,"905","521","64","120",NA,"982","548","148","138",NA,"980","491","88","157",NA,"977","474","209","178",NA,"960","540","110","203",NA,"1045","519","84","263",NA,"1156","550","95","239",NA,"1140","568","93","241",NA,"1259","552","108","305",NA,"1201","540","43","295",NA,"1394","650","46","285",NA,"1603","674","84","352",NA,"1683","676","59","396"
"Zambia",NA,"468","126","20",NA,"617","184","18",NA,"678","180","24",NA,"674","165","20",NA,"570","192","32",NA,"604","178","34",NA,"622","187","12","55",NA,"524","188","10","65",NA,"511","166","11","55",NA,"393","164","10","74",NA,"350","142","9","59",NA,"313","149","10","63",NA,"307","135","6","48",NA,"304","140","13","45",NA,"290","121","7","47",NA,"296","119","6","52",NA,"284","116","16","53",NA,"278","110","17","45",NA,"269","112","11","53",NA,"261","126","11","66",NA,"234","125","11","70",NA,"263","160","14","75",NA,"301","172","10","72",NA,"326","182","10","79"
"Zimbabwe",NA,"1335","304","63",NA,"1613","375","41",NA,"1680","446","60",NA,"1800","180","19",NA,"1211","403","81",NA,"1196","413","95",NA,"975","383","31","129",NA,"845","413","25","138",NA,"719","392","22","136",NA,"659","346","13","141",NA,"645","351","15","124",NA,"646","365","22","128",NA,"700","317","21","132",NA,"740","292","10","164",NA,"730","314","21","180",NA,"775","307","17","196",NA,"806","313","19","192",NA,"783","329","21","191",NA,"743","333","20","247",NA,"715","365","31","266",NA,"682","376","37","209",NA,"739","444","82","242",NA,"919","526","40","304",NA,"934","607","19","347"
"Southern Africa, Unspecified",NA,"1","0","0",NA,"0","0","0",NA,"1","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"West Africa",NA,"7066","2707","569",NA,"7710","3100","578",NA,"9261","3834","492",NA,"9290","4002","529",NA,"8920","4055","807",NA,"8854","4133","859",NA,"7943","4028","422","951",NA,"7976","4262","453","941",NA,"7823","4467","507","1040",NA,"7668","4565","569","1262",NA,"7898","4660","464","1424",NA,"7521","4685","513","1526",NA,"7650","4640","471","1691",NA,"8008","4835","476","1679",NA,"8824","5539","590","2005",NA,"9419","5948","610","2123",NA,"9785","6456","619","2377",NA,"9913","7208","493","2781",NA,"9600","8026","662","3135",NA,"9060","8740","514","3837",NA,"8102","8559","485","3662",NA,"7530","11201","495","3748",NA,"8148","14911","759","4293",NA,"8990","18789","463","5226"
"Benin",NA,"72","68","5",NA,"83","62","9",NA,"88","71","11",NA,"95","65","8",NA,"118","48","14",NA,"124","69","24",NA,"142","73","26","12",NA,"204","62","36","17",NA,"215","61","30","22",NA,"225","69","36","12",NA,"189","66","19","15",NA,"199","63","23","28",NA,"181","77","25","35",NA,"168","69","22","32",NA,"170","49","31","37",NA,"149","60","21","29",NA,"135","62","19","32",NA,"134","66","10","24",NA,"133","69","11","33",NA,"111","70","12","41",NA,"98","66","16","30",NA,"93","76","11","21",NA,"123","87","14","22",NA,"122","83","26","29"
