"INTERNATIONAL STUDENTS BY PLACE OF ORIGIN AND ACADEMIC LEVEL, 2000/01 - 2023/24","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38","...39","...40","...41","...42","...43","...44","...45","...46","...47","...48","...49","...50","...51","...52","...53","...54","...55","...56","...57","...58","...59","...60","...61","...62","...63","...64","...65","...66","...67","...68","...69","...70","...71","...72","...73","...74","...75","...76","...77","...78","...79","...80","...81","...82","...83","...84","...85","...86","...87","...88","...89","...90","...91","...92","...93","...94","...95","...96","...97","...98","...99","...100","...101","...102","...103","...104","...105","...106","...107","...108","...109","...110","...111","...112","...113","...114","...115"
NA,NA,"2000/01",NA,NA,NA,"2001/02",NA,NA,NA,"2002/03",NA,NA,NA,"2003/04",NA,NA,NA,"2004/05",NA,NA,NA,"2005/06",NA,NA,NA,"2006/07",NA,NA,NA,NA,"2007/08",NA,NA,NA,NA,"2008/09",NA,NA,NA,NA,"2009/10",NA,NA,NA,NA,"2010/11",NA,NA,NA,NA,"2011/12",NA,NA,NA,NA,"2012/13",NA,NA,NA,NA,"2013/14",NA,NA,NA,NA,"2014/15",NA,NA,NA,NA,"2015/16",NA,NA,NA,NA,"2016/17",NA,NA,NA,NA,"2017/18",NA,NA,NA,NA,"2018/19",NA,NA,NA,NA,"2019/20",NA,NA,NA,NA,"2020/21",NA,NA,NA,NA,"2021/22",NA,NA,NA,NA,"2022/23",NA,NA,NA,NA,"2023/24",NA,NA,NA
"Place of Origin",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Other",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT",NA,"Under-graduate","Graduate","Non-Degree","OPT"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burkina Faso",NA,"57","47","8",NA,"67","48","21",NA,"99","52","10",NA,"133","52","6",NA,"181","77","19",NA,"232","73","34",NA,"277","71","51","24",NA,"353","88","55","18",NA,"394","89","52","33",NA,"430","112","107","31",NA,"436","108","52","30",NA,"408","115","59","49",NA,"385","107","55","80",NA,"327","93","54","52",NA,"357","102","68","40",NA,"328","83","71","58",NA,"311","83","77","62",NA,"398","79","43","47",NA,"363","86","25","40",NA,"316","77","38","52",NA,"261","92","16","51",NA,"195","96","15","61",NA,"200","74","40","58",NA,"162","73","13","51"
"Cabo Verde",NA,"39","14","5",NA,"47","8","1",NA,"54","25","0",NA,"38","9","5",NA,"32","5","3",NA,"35","3","2",NA,"66","8","1","1",NA,"29","12","2","0",NA,"65","18","12","5",NA,"34","5","2","1",NA,"43","5","2","5",NA,"60","17","7","3",NA,"50","22","2","7",NA,"56","5","2","6",NA,"53","3","2","6",NA,"68","16","6","12",NA,"55","8","0","17",NA,"49","4","2","12",NA,"35","10","0","7",NA,"42","11","1","7",NA,"40","14","3","6",NA,"27","7","2","8",NA,"34","4","1","8",NA,"33","11","0","7"
"Côte d’Ivoire",NA,"449","144","44",NA,"495","139","74",NA,"458","178","38",NA,"394","177","65",NA,"401","161","60",NA,"430","155","71",NA,"430","136","44","47",NA,"463","146","59","43",NA,"552","157","53","44",NA,"608","148","64","47",NA,"634","154","57","59",NA,"626","152","83","94",NA,"640","152","93","95",NA,"747","159","113","97",NA,"842","175","90","120",NA,"864","174","82","109",NA,"952","178","83","140",NA,"933","215","68","133",NA,"928","252","71","141",NA,"775","239","35","208",NA,"684","248","27","156",NA,"537","260","49","188",NA,"567","273","67","165",NA,"547","276","105","210"
"Gambia, The",NA,"272","52","63",NA,"352","39","10",NA,"418","42","4",NA,"466","51","6",NA,"387","47","11",NA,"327","60","16",NA,"310","49","5","8",NA,"270","44","4","12",NA,"253","51","6","18",NA,"233","40","7","19",NA,"297","40","13","35",NA,"311","38","15","19",NA,"274","29","3","22",NA,"247","27","2","24",NA,"191","45","17","22",NA,"200","47","5","22",NA,"188","66","9","36",NA,"167","58","4","32",NA,"152","57","6","28",NA,"131","67","5","36",NA,"105","64","5","45",NA,"94","102","4","31",NA,"110","141","5","30",NA,"128","182","8","45"
"Ghana",NA,"1605","772","92",NA,"1639","937","96",NA,"1773","1169","90",NA,"1828","1338","122",NA,"1674","1258","182",NA,"1600","1326","234",NA,"1371","1284","48","258",NA,"1258","1307","47","283",NA,"1350","1333","55","250",NA,"1257","1305","55","334",NA,"1209","1316","49","326",NA,"1080","1255","77","357",NA,"1190","1290","39","344",NA,"1219","1307","48","340",NA,"1261","1400","54","384",NA,"1197","1323","58","471",NA,"1187","1387","59","478",NA,"1111","1534","77","491",NA,"1121","1860","93","587",NA,"1167","2270","107","677",NA,"1064","2309","131","725",NA,"1078","2984","40","814",NA,"1303","4140","71","954",NA,"1738","6377","70","1209"
"Guinea",NA,"172","37","27",NA,"160","27","33",NA,"169","41","40",NA,"192","30","28",NA,"156","36","33",NA,"168","31","19",NA,"127","22","18","14",NA,"119","25","13","10",NA,"130","33","15","12",NA,"126","30","11","13",NA,"95","26","6","12",NA,"56","26","7","15",NA,"51","16","5","7",NA,"51","20","5","4",NA,"71","19","13","6",NA,"55","15","17","7",NA,"62","20","11","1",NA,"68","21","7","2",NA,"80","13","5","9",NA,"64","18","2","8",NA,"70","18","2","14",NA,"50","13","6","7",NA,"58","17","4","17",NA,"58","11","1","8"
"Guinea-Bissau",NA,"6","10","0",NA,"16","5","0",NA,"10","3","0",NA,"13","3","0",NA,"9","2","0",NA,"5","0","0",NA,"17","2","0","0",NA,"8","4","2","1",NA,"12","4","0","1",NA,"13","2","0","0",NA,"9","1","1","1",NA,"11","0","1","0",NA,"9","1","0","0",NA,"10","4","0","1",NA,"7","1","0","1",NA,"17","0","1","0",NA,"8","1","0","0",NA,"6","3","0","1",NA,"9","3","3","1",NA,"6","3","1","3",NA,"8","1","0","0",NA,"8","0","0","0",NA,"7","3","1","1",NA,"7","2","1","1"
"Liberia",NA,"351","84","16",NA,"374","83","14",NA,"415","103","13",NA,"310","95","6",NA,"247","87","9",NA,"283","72","9",NA,"257","66","5","8",NA,"210","85","2","1",NA,"155","76","19","11",NA,"143","71","10","7",NA,"91","70","6","5",NA,"80","59","3","17",NA,"97","60","8","7",NA,"88","66","0","7",NA,"99","52","8","9",NA,"109","73","10","13",NA,"130","71","10","10",NA,"153","84","8","17",NA,"149","84","4","18",NA,"145","85","2","28",NA,"126","73","13","20",NA,"148","106","4","11",NA,"155","97","6","18",NA,"122","104","4","31"
"Mali",NA,"323","97","18",NA,"198","76","37",NA,"373","93","41",NA,"278","64","36",NA,"236","79","30",NA,"267","83","52",NA,"264","84","86","21",NA,"242","98","71","24",NA,"255","89","106","29",NA,"272","99","104","25",NA,"297","84","60","40",NA,"258","73","43","28",NA,"250","60","43","30",NA,"213","49","31","22",NA,"226","50","47","33",NA,"227","45","29","30",NA,"192","55","31","32",NA,"208","48","26","20",NA,"205","40","19","27",NA,"197","38","25","25",NA,"190","43","16","21",NA,"147","58","23","26",NA,"141","61","20","32",NA,"140","52","16","31"
"Mauritania",NA,"43","22","8",NA,"53","11","15",NA,"55","15","17",NA,"47","13","8",NA,"39","11","8",NA,"47","11","5",NA,"44","14","2","4",NA,"37","10","6","7",NA,"46","7","6","0",NA,"32","12","6","2",NA,"28","14","13","5",NA,"34","14","12","1",NA,"40","15","15","1",NA,"39","7","16","1",NA,"50","15","13","3",NA,"52","21","18","6",NA,"69","19","8","7",NA,"65","21","8","12",NA,"47","19","5","13",NA,"34","18","9","6",NA,"32","14","0","7",NA,"27","18","3","5",NA,"22","14","1","4",NA,"20","14","1","3"
"Niger",NA,"51","27","8",NA,"82","39","18",NA,"113","51","13",NA,"113","49","7",NA,"141","66","27",NA,"234","92","33",NA,"174","63","14","7",NA,"188","73","11","17",NA,"140","74","19","16",NA,"140","54","11","23",NA,"165","59","12","11",NA,"160","93","13","13",NA,"110","49","13","22",NA,"141","47","14","15",NA,"105","59","8","27",NA,"136","66","10","34",NA,"111","47","7","12",NA,"156","97","11","24",NA,"147","67","11","32",NA,"143","73","9","52",NA,"125","44","2","26",NA,"128","62","9","47",NA,"120","160","11","41",NA,"81","58","5","27"
"Nigeria",NA,"2657","1021","142",NA,"3059","1308","132",NA,"4043","1622","150",NA,"4287","1680","173",NA,"4276","1778","281",NA,"4102","1819","271",NA,"3569","1820","71","483",NA,"3745","1968","71","438",NA,"3513","2153","74","516",NA,"3498","2327","97","646",NA,"3772","2454","123","799",NA,"3577","2522","110","819",NA,"3707","2551","105","953",NA,"4038","2771","115","997",NA,"4770","3339","187","1198",NA,"5424","3803","216","1231",NA,"5798","4239","238","1435",NA,"5887","4762","182","1862",NA,"5689","5274","367","2093",NA,"5381","5565","233","2583",NA,"4827","5350","224","2459",NA,"4529","7212","284","2413",NA,"4804","9555","456","2825",NA,"5214","11206","157","3452"
"Saint Helena",NA,"1","0","0",NA,"0","1","0",NA,"0","0","0",NA,"1","0","0",NA,"1","0","0",NA,"3","9","2",NA,"0","0","0","0",NA,"4","1","1","1",NA,"7","3","0","2",NA,"0","0","0","2",NA,"0","1","3","0",NA,"0","1","0","0",NA,"0","1","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"2","0","1","0",NA,"1","0","0","0",NA,"1","0","0","0",NA,"1","2","0","5",NA,"1","1","0","0",NA,"0","0","0","0",NA,"0","0","0","2",NA,"1","0","0","0",NA,"3","0","0","0"
"Senegal",NA,"527","153","52",NA,"585","164","61",NA,"566","170","38",NA,"573","200","32",NA,"485","183","57",NA,"456","155","55",NA,"435","181","30","35",NA,"393","177","43","45",NA,"386","168","33","55",NA,"374","157","35","58",NA,"384","128","34","54",NA,"459","137","36","49",NA,"465","120","49","54",NA,"421","111","43","58",NA,"396","130","23","84",NA,"365","136","38","64",NA,"337","122","37","73",NA,"338","110","28","68",NA,"312","102","24","66",NA,"304","108","12","61",NA,"264","99","14","53",NA,"261","94","31","59",NA,"279","113","41","57",NA,"320","102","32","54"
"Sierra Leone",NA,"217","106","12",NA,"226","91","4",NA,"211","121","8",NA,"187","113","6",NA,"194","99","15",NA,"200","84","13",NA,"199","81","5","14",NA,"146","68","4","12",NA,"100","59","5","9",NA,"94","57","4","18",NA,"106","66","4","7",NA,"59","55","3","13",NA,"66","40","1","16",NA,"86","50","4","6",NA,"78","46","13","15",NA,"100","42","12","13",NA,"128","53","9","19",NA,"122","55","3","20",NA,"115","46","2","18",NA,"110","53","9","27",NA,"103","66","3","29",NA,"105","64","2","26",NA,"129","113","5","33",NA,"166","183","6","30"
"Togo",NA,"208","53","69",NA,"266","62","53",NA,"401","78","19",NA,"332","60","21",NA,"341","115","58",NA,"339","90","19",NA,"261","74","16","15",NA,"307","94","26","12",NA,"250","92","22","17",NA,"189","77","20","24",NA,"143","68","10","20",NA,"143","65","21","21",NA,"135","50","15","18",NA,"157","50","7","17",NA,"148","54","16","20",NA,"126","44","15","24",NA,"121","45","21","23",NA,"117","51","16","15",NA,"114","42","16","17",NA,"133","44","14","23",NA,"105","58","13","20",NA,"103","49","12","29",NA,"95","59","16","28",NA,"129","55","18","38"
"West Africa, Unspecified",NA,"16","0","0",NA,"8","0","0",NA,"15","0","0",NA,"3","3","0",NA,"2","3","0",NA,"2","1","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","1",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASIA",NA,"121919","155794","24343",NA,"125842","174670","24299",NA,"126984","183862","21449",NA,"118522","184300","21184",NA,"120272","175714","29126",NA,"117511","174465","35809",NA,"117221","176748","17527","32999",NA,"132055","191713","22063","34634",NA,"150850","199051","25471","39628",NA,"156056","201734","29129","48748",NA,"172133","204402","28952","56416",NA,"186739","207974","31427","63830",NA,"205986","215846","32325","71692",NA,"222398","232251","32193","81668",NA,"238838","260116","34936","93416",NA,"255504","279824","36878","117319",NA,"265228","288630","38582","141869",NA,"273087","282475","35235","167279",NA,"271101","279766","33493","183900",NA,"265955","278329","30673","183057",NA,"227317","239466","12246","166593",NA,"213348","284543","14115","146663",NA,"214027","358431","20263","155444",NA,"204858","388394","16874","195112"
"Asia, Unspecified",NA,"0","0","6",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"6","0","0","0",NA,"77","0","1","3",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","1",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"East Asia",NA,"76076","95054","18240",NA,"76556","102128","18130",NA,"79734","103704","16227",NA,"73546","101028","15300",NA,"74557","98481","19523",NA,"75390","98318","23868",NA,"74131","97545","14614","17733",NA,"84724","102480","17022","19080",NA,"94571","106189","20398","19794",NA,"102654","111437","23757","23277",NA,"118372","118776","24114","25663",NA,"135070","127526","26838","30081",NA,"154097","139587","27730","36182",NA,"169781","149681","27765","45978",NA,"181176","152199","28871","55635",NA,"190530","153544","29724","65904",NA,"194715","158213","31854","74502",NA,"198006","160222","29365","80711",NA,"195535","162817","27651","86082",NA,"192748","166101","25821","87669",NA,"161175","145496","9684","79453",NA,"145201","152298","10623","64256",NA,"136763","156836","15681","69699",NA,"121293","152609","12666","78801"
"China",NA,"8252","48029","3658",NA,"8659","50969","3583",NA,"9484","52235","3038",NA,"8034","50796","2935",NA,"8299","49293","4931",NA,"9304","47617","5661",NA,"9988","47968","2596","7171",NA,"16450","53047","3912","7718",NA,"26275","57452","6296","8212",NA,"39921","66453","10251","11003",NA,"56976","76830","10484","13268",NA,"74516","88429","12690","18394",NA,"93789","103505","14335","23968",NA,"110550","115727","14761","33401",NA,"124552","120331","16043","43114",NA,"135629","123250","17475","52193",NA,"142851","128320","19749","59835",NA,"148593","130843","18225","65680",NA,"148880","133396","17235","70037",NA,"148160","137096","15896","71380",NA,"125616","118859","7458","65366",NA,"109492","123182","6213","51199",NA,"100349","126028","8016","55133",NA,"87551","122778","5517","61552"
"Hong Kong",NA,"5635","1499","493",NA,"5840","1515","402",NA,"6214","1490","372",NA,"5494","1465","394",NA,"5226","1449","505",NA,"5371","1871","607",NA,"5148","1594","340","640",NA,"5778","1501","367","640",NA,"5901","1362","427","639",NA,"5629","1318","468","619",NA,"5717","1238","499","682",NA,"5673","1105","523","731",NA,"5815","1050","422","739",NA,"5830","998","490","786",NA,"5659","1028","510","815",NA,"5272","1041","574","1036",NA,"4927","1148","494","978",NA,"4435","1198","453","1076",NA,"4098","1314","400","1105",NA,"3949","1339","363","1127",NA,"3404","1322","115","1037",NA,"3293","1522","149","884",NA,"3021","1589","193","1064",NA,"2762","1572","194","1099"
"Japan",NA,"32136","8560","5800",NA,"31588","9691","5531",NA,"31489","9516","4955",NA,"27925","8681","4229",NA,"28708","8497","5010",NA,"24759","8025","5928",NA,"22247","7008","3677","2350",NA,"20831","6878","3806","2459",NA,"16770","6287","3970","2237",NA,"13063","5390","4321","2068",NA,"10544","4650","4276","1820",NA,"9359","4403","4611","1593",NA,"9126","3944","4868","1630",NA,"9155","3562","5159","1458",NA,"8877","3290","5612","1285",NA,"9285","3125","5234","1416",NA,"9095","2967","5271","1447",NA,"9190","2918","5144","1501",NA,"9001","2875","4713","1516",NA,"8684","2774","4621","1475",NA,"7243","2678","744","1120",NA,"7008","3290","2017","1134",NA,"7191","3516","3926","1421",NA,"6453","2888","3156","1462"
"Macau",NA,"257","80","35",NA,"269","76","26",NA,"309","56","20",NA,"297","70","7",NA,"304","57","22",NA,"293","76","38",NA,"271","70","18","29",NA,"319","57","9","36",NA,"313","57","19","40",NA,"321","67","30","50",NA,"362","64","32","39",NA,"363","60","32","50",NA,"391","65","26","51",NA,"388","70","40","54",NA,"408","76","41","48",NA,"415","65","39","67",NA,"389","90","50","76",NA,"355","68","48","84",NA,"351","91","44","72",NA,"320","86","16","81",NA,"259","89","3","71",NA,"236","103","2","53",NA,"183","107","1","69",NA,"199","123","6","80"
"Mongolia",NA,"270","136","36",NA,"271","232","70",NA,"395","242","102",NA,"434","210","67",NA,"491","192","86",NA,"610","181","136",NA,"728","217","162","49",NA,"831","224","170","83",NA,"1057","229","148","88",NA,"835","204","113","106",NA,"822","237","109","91",NA,"915","260","120","128",NA,"871","245","138","107",NA,"964","251","129","100",NA,"952","262","151","116",NA,"860","285","153","136",NA,"820","269","162","159",NA,"790","386","145","160",NA,"780","275","107","174",NA,"834","272","107","225",NA,"790","258","52","158",NA,"815","276","74","190",NA,"853","304","104","227",NA,"986","335","63","287"
"North Korea",NA,"77","44","6",NA,"58","45","10",NA,"135","70","8",NA,"134","34","6",NA,"168","45","6",NA,"146","45","10",NA,"191","59","12","4",NA,"50","12","2","1",NA,"34","7","2","0",NA,"42","6","9","0",NA,"13","2","1","0",NA,"12","2","0","1",NA,"12","2","1","2",NA,"16","2","1","0",NA,"8","0","0","0",NA,"16","1","1","0",NA,"7","0","1","0",NA,"2","1","0","0",NA,"2","0","0","0",NA,"1","0","0","0",NA,"1","0","1","0",NA,"2","2","0","0",NA,"1","2","0","0",NA,"0","0","0","0"
"South Korea",NA,"18781","21568","5336",NA,"19786","23676","5585",NA,"21774","24616","5128",NA,"22727","24757","5000",NA,"23432","24122","5804",NA,"26946","24414","7662",NA,"28228","23950","5717","4497",NA,"32934","24697","6528","4965",NA,"37078","25463","7390","5134",NA,"36234","23386","6671","5862",NA,"37944","22486","6895","6026",NA,"38232","21260","6996","5807",NA,"38094","19916","6349","6268",NA,"36992","18894","5522","6639",NA,"34651","17605","4819","6635",NA,"32695","16613","4660","7039",NA,"30080","16471","4328","7784",NA,"27638","15572","3631","7714",NA,"25161","15518","3497","8074",NA,"23415","15219","3301","7874",NA,"17743","14238","840","6670",NA,"18262","14915","1555","6023",NA,"19306","15305","2590","6646",NA,"17760","14930","2685","7774"
"Taiwan",NA,"10668","15022","2876",NA,"10085","15923","2923",NA,"9934","15479","2604",NA,"8501","15015","2662",NA,"7929","14826","3159",NA,"7961","16089","3826",NA,"7330","16679","2092","2993",NA,"7531","16064","2228","3178",NA,"7143","15332","2146","3444",NA,"6609","14613","1894","3569",NA,"5994","13269","1818","3737",NA,"6000","12007","1866","3377",NA,"5999","10860","1591","3417",NA,"5886","10177","1663","3540",NA,"6069","9607","1695","3622",NA,"6358","9164","1588","4017",NA,"6546","8948","1799","4223",NA,"7003","9236","1719","4496",NA,"7262","9348","1655","5104",NA,"7385","9315","1517","5507",NA,"6119","8052","471","5031",NA,"6093","9008","613","4773",NA,"5859","9985","851","5139",NA,"5582","9983","1045","6547"
"East Asia, Unspecified",NA,"0","116","0",NA,"0","1","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0",NA,"0","0","0","0"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"South and Central Asia",NA,"22930","45501","3334",NA,"26028","56585","3516",NA,"25417","65176","3174",NA,"24611","69624","3903",NA,"26423","64381","7157",NA,"22969","63313","8683",NA,"24110","66796","1408","12143",NA,"25714","76204","2682","12401",NA,"30677","79785","2426","16684",NA,"28952","77249","2586","21938",NA,"26295","72887","2424","27352",NA,"24188","68176","2180","29848",NA,"23238","64427","2308","31127",NA,"22741","71244","2090","31226",NA,"26704","96225","2848","32783",NA,"31355","114548","3414","45818",NA,"36149","118615","3210","60963",NA,"38774","110539","2653","79695",NA,"40239","105498","3081","89803",NA,"39167","101000","2590","87193",NA,"35978","83948","1742","79592",NA,"39495","120848","2291","74866",NA,"47654","188937","2848","77007",NA,"54403","222903","2263","106691"
"Afghanistan",NA,"57","11","7",NA,"75","13","4",NA,"84","14","4",NA,"81","19","9",NA,"90","27","38",NA,"86","37","52",NA,"167","55","38","8",NA,"179","123","27","9",NA,"221","154","19","13",NA,"199","185","27","15",NA,"170","170","13","76",NA,"166","155","22","28",NA,"192","191","44","22",NA,"204","201","20","25",NA,"205","227","16","23",NA,"214","240","16","28",NA,"229","232","13","32",NA,"171","230","23","52",NA,"155","197","9","57",NA,"145","228","13","36",NA,"133","171","11","39",NA,"140","219","22","39",NA,"252","325","61","44",NA,"315","287","54","46"
"Bangladesh",NA,"2415","1583","116",NA,"2191","1621","123",NA,"1909","1551","136",NA,"1563","1512","123",NA,"1238","1312","208",NA,"1011","1366","204",NA,"931","1223","23","233",NA,"829","1227","38","211",NA,"987","1421","65","233",NA,"853","1461","44","261",NA,"822","1752","37","262",NA,"865","2041","55","353",NA,"1027","2349","66","386",NA,"1358","2821","97","526",NA,"1494","3261","103","597",NA,"1786","3842","126","759",NA,"1816","4319","97","911",NA,"1766","4649","57","1024",NA,"1710","5278","107","1154",NA,"1644","5787","135","1272",NA,"1516","5735","54","1293",NA,"1659","7452","109","1377",NA,"2503","9196","165","1699",NA,"3369","11438","154","2138"
"Bhutan",NA,"36","25","1",NA,"49","24","5",NA,"40","27","1",NA,"36","26","1",NA,"38","31","1",NA,"42","32","3",NA,"37","41","2","3",NA,"47","40","1","8",NA,"60","38","7","4",NA,"56","46","7","17",NA,"60","44","6","5",NA,"63","26","3","8",NA,"85","34","2","12",NA,"81","24","12","10",NA,"83","29","3","13",NA,"101","24","6","12",NA,"111","22","5","10",NA,"103","25","7","17",NA,"109","22","6","9",NA,"115","19","7","13",NA,"85","19","0","12",NA,"100","33","1","9",NA,"128","40","6","14",NA,"113","46","6","19"
"India",NA,"12259","39797","2608",NA,"14321","49730","2785",NA,"13813","58322","2467",NA,"13531","63013","3192",NA,"16443","57976","6047",NA,"12726","56397","7380",NA,"12581","59570","979","10703",NA,"13639","68069","2009","10846",NA,"15600","71019","1755","14886",NA,"15192","68290","1758","19657",NA,"14004","63624","1602","24665",NA,"13059","59014","1455","26742",NA,"12740","54607","1576","27831",NA,"12677","61058","1242","27696",NA,"16521","85055","1924","29388",NA,"19302","101850","2438","42328",NA,"21977","104899","2259","57132",NA,"23346","95651","1884","75390",NA,"24813","90333","2238","84630",NA,"25032","85160","1759","81173",NA,"23734","68869","1378","73601",NA,"27545","102024","1425","68188",NA,"31954","165936","1971","69062",NA,"36053","196567","1426","97556"
