indicatorId,geoUnit,year,value,qualifier,magnitude
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2016,3396717,,
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2017,5906900,,
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2018,7231607,,
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2019,12439693,,
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2020,8456305,,
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2021,9964001,,
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2022,11067639,,
ODAFLOW.VOLUMESCHOLARSHIP,ALB,2023,11325131,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2006,269173,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2007,1457220,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2008,5048403,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2009,7405687,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2010,7239757,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2011,4399020,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2012,7949499,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2013,7897802,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2014,5565308,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2015,4308853,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2016,2519153,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2017,5320806,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2018,4519117,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2019,4966774,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2020,4070834,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2021,2654967,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2022,4332543,,
ODAFLOW.VOLUMESCHOLARSHIP,ARG,2023,3408491,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2006,569289,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2007,540034,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2008,1204843,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2009,2141248,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2010,1772959,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2011,1557345,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2012,1792377,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2013,5650142,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2014,5069985,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2015,4185765,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2016,4002180,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2017,7133759,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2018,5278384,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2019,6316523,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2020,4871736,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2021,4617491,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2022,4782070,,
ODAFLOW.VOLUMESCHOLARSHIP,ARM,2023,5232840,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2006,14303,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2007,27700,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2008,37188,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2009,90842,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2010,19502,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2011,49327,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2012,45371,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2013,81541,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2014,109733,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2015,90270,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2016,55951,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2017,28365,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2018,87925,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2019,199405,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2020,124744,,
ODAFLOW.VOLUMESCHOLARSHIP,ATG,2021,128956,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2006,142256,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2007,208307,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2008,821321,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2009,1419680,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2010,1684692,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2011,1841734,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2012,1496557,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2013,2617708,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2014,1988014,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2015,2085284,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2016,2780352,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2017,4196261,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2018,6578716,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2019,13666022,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2020,10159467,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2021,11726850,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2022,11531322,,
ODAFLOW.VOLUMESCHOLARSHIP,AZE,2023,10276402,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2006,1529408,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2007,2027928,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2008,1915601,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2009,2412977,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2010,1909164,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2011,1649832,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2012,1538630,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2013,1614390,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2014,1045047,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2015,1220239,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2016,958593,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2017,1414116,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2018,1722106,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2019,3427465,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2020,1663899,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2021,2041166,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2022,1654304,,
ODAFLOW.VOLUMESCHOLARSHIP,BDI,2023,4593813,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2006,1162829,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2007,1743803,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2008,2080356,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2009,2758019,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2010,1366339,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2011,952076,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2012,1475928,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2013,2493697,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2014,1934439,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2015,2238544,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2016,2946055,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2017,1866976,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2018,2524877,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2019,5086645,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2020,3321466,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2021,4892486,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2022,5793540,,
ODAFLOW.VOLUMESCHOLARSHIP,BEN,2023,8518080,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2006,1409239,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2007,1129898,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2008,1160004,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2009,2605913,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2010,9682882,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2011,556679,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2012,1928414,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2013,2226455,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2014,1826468,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2015,1477242,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2016,1498009,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2017,1991486,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2018,2831858,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2019,5436704,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2020,2765202,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2021,4041561,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2022,4613853,,
ODAFLOW.VOLUMESCHOLARSHIP,BFA,2023,7844678,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2006,6630101,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2007,6586892,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2008,8843067,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2009,16300124,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2010,17540316,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2011,20517674,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2012,19207532,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2013,19198808,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2014,18917624,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2015,15254982,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2016,9968004,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2017,15042751,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2018,11760397,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2019,17885272,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2020,14579189,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2021,13922164,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2022,18179248,,
ODAFLOW.VOLUMESCHOLARSHIP,BGD,2023,39609144,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2006,416620,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2007,349790,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2008,957047,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2009,938490,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2010,1349218,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2011,1567778,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2012,1765286,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2013,2311288,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2014,2119057,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2015,2462544,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2016,1992465,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2017,3167460,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2018,4587223,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2019,5745390,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2020,3832425,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2021,3739739,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2022,3154642,,
ODAFLOW.VOLUMESCHOLARSHIP,BIH,2023,3816201,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2006,140553,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2007,124772,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2008,2572191,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2009,3716216,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2010,2156643,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2011,2553026,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2012,4697755,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2013,9175253,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2014,7811476,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2015,12255420,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2016,9049147,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2017,7414264,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2018,3680653,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2019,3948787,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2020,7625403,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2021,11869196,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2022,5230342,,
ODAFLOW.VOLUMESCHOLARSHIP,BLR,2023,5580442,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2008,31190,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2009,203967,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2010,112791,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2011,156558,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2012,278254,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2013,213961,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2014,330232,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2015,402852,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2016,55902,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2017,524233,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2018,499021,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2019,441704,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2020,223583,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2021,233986,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2022,278134,,
ODAFLOW.VOLUMESCHOLARSHIP,BLZ,2023,1641302,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2006,538838,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2007,1817673,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2008,2891655,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2009,4047772,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2010,1900891,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2011,1739205,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2012,1349502,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2013,1417480,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2014,1244547,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2015,1327482,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2016,1618054,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2017,1881428,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2018,2130535,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2019,1656446,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2020,2023068,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2021,1052889,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2022,1536815,,
ODAFLOW.VOLUMESCHOLARSHIP,BOL,2023,1351074,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2006,1166714,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2007,1601443,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2008,12784952,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2009,19218416,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2010,18822660,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2011,19350280,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2012,22528228,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2013,21844744,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2014,18951986,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2015,16733110,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2016,13683989,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2017,17598196,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2018,16766821,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2019,20593958,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2020,22039644,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2021,20014748,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2022,30157296,,
ODAFLOW.VOLUMESCHOLARSHIP,BRA,2023,24425484,,
ODAFLOW.VOLUMESCHOLARSHIP,BRB,2008,166481,,
ODAFLOW.VOLUMESCHOLARSHIP,BRB,2009,176252,,
ODAFLOW.VOLUMESCHOLARSHIP,BRB,2010,19917,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2006,1357295,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2007,2123263,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2008,2589396,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2009,4820462,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2010,4857369,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2011,6160760,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2012,10535810,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2013,8954300,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2014,7966078,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2015,7058871,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2016,3250057,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2017,4015926,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2018,2689502,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2019,2210478,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2020,2062491,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2021,1115229,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2022,2064289,,
ODAFLOW.VOLUMESCHOLARSHIP,BTN,2023,3520422,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2006,44618,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2007,91184,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2008,306155,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2009,642156,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2010,740232,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2011,2174833,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2012,1327389,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2013,1809181,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2014,1222890,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2015,2012077,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2016,1210448,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2017,1418695,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2018,1534554,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2019,1422957,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2020,1274150,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2021,470705,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2022,485961,,
ODAFLOW.VOLUMESCHOLARSHIP,BWA,2023,572615,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2006,564064,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2007,457775,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2008,1033851,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2009,1167316,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2010,1196788,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2011,212652,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2012,884493,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2013,1760858,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2014,1371589,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2015,1225823,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2016,1338794,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2017,1717873,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2018,2573026,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2019,3554621,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2020,3254345,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2021,2315589,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2022,2548188,,
ODAFLOW.VOLUMESCHOLARSHIP,CAF,2023,2038595,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2006,641276,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2007,1736646,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2008,4511735,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2009,6896320,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2010,4046688,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2011,4343115,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2012,4651038,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2013,4076399,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2014,3730302,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2015,5037153,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2016,3816043,,
ODAFLOW.VOLUMESCHOLARSHIP,CHL,2017,3718214,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2006,11310669,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2007,14158073,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2008,34564528,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2009,202716944,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2010,230793824,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2011,243005184,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2012,95023096,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2013,35094892,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2014,32515926,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2015,20243776,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2016,20603772,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2017,22253164,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2018,25466896,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2019,37773248,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2020,37960328,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2021,18195644,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2022,28771882,,
ODAFLOW.VOLUMESCHOLARSHIP,CHN,2023,23486854,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2006,169579,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2007,106188,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2008,1095608,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2009,2128582,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2010,1449098,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2011,832547,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2012,1413026,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2013,4134758,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2014,4420222,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2015,4550686,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2016,4473561,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2017,5130161,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2018,6367084,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2019,9186436,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2020,10094941,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2021,9355804,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2022,9952247,,
ODAFLOW.VOLUMESCHOLARSHIP,CIV,2023,12866126,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2006,904804,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2007,793394,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2008,3570928,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2009,5360670,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2010,3730282,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2011,3092644,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2012,3731736,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2013,9549410,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2014,8436747,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2015,9440009,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2016,8921964,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2017,11011952,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2018,10412722,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2019,15394122,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2020,13745511,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2021,12105920,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2022,12044088,,
ODAFLOW.VOLUMESCHOLARSHIP,CMR,2023,14004249,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2006,4184317,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2007,7174179,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2008,4412434,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2009,6102871,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2010,2655726,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2011,2002033,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2012,2181484,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2013,3857678,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2014,3830739,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2015,3896029,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2016,4443580,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2017,6527098,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2018,5097057,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2019,5586134,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2020,5092437,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2021,7579224,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2022,7294727,,
ODAFLOW.VOLUMESCHOLARSHIP,COD,2023,6408903,,
